candidate_id,expression,source_lane,factor_lane,field,field_category,typed_primitive,official_book_eligible,canary_only,typed_gate_decision,typed_gate_reason,blocked_fields,blocked_primitives,required_rewrite,registry_version,entry_lineage,materialization_stage,candidate_role,input_typed_gate_decision,g2_input_gate_decision,g2_input_gate_reason
v2cand-91f740d7451a,"CSRank(EventCount($limit_up_any_close_not_open_in_t6,5))",phase3ce2_typed_primitive_canary,event_state,limit_up_any_close_not_open_in_t6,sparse_event,EventCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-5a51b2da312c,CSRank(EventAge($limit_up_any_close_not_open_in_t6)),phase3ce2_typed_primitive_canary,event_state,limit_up_any_close_not_open_in_t6,sparse_event,EventAge,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-f76faddd16d3,"CSRank(EventCount($limit_up_any_close_not_open_in_t7,5))",phase3ce2_typed_primitive_canary,event_state,limit_up_any_close_not_open_in_t7,sparse_event,EventCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-245a15dc0430,CSRank(EventAge($limit_up_any_close_not_open_in_t7)),phase3ce2_typed_primitive_canary,event_state,limit_up_any_close_not_open_in_t7,sparse_event,EventAge,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-01985f2ac8d2,"CSRank(EventCount($limit_up_any_close_not_open_in_t8,5))",phase3ce2_typed_primitive_canary,event_state,limit_up_any_close_not_open_in_t8,sparse_event,EventCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-3c058847145a,CSRank(EventAge($limit_up_any_close_not_open_in_t8)),phase3ce2_typed_primitive_canary,event_state,limit_up_any_close_not_open_in_t8,sparse_event,EventAge,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-fac582ec675d,"CSRank(EventCount($limit_up_any_close_not_open_in_t9,5))",phase3ce2_typed_primitive_canary,event_state,limit_up_any_close_not_open_in_t9,sparse_event,EventCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-656809ffb2fa,CSRank(EventAge($limit_up_any_close_not_open_in_t9)),phase3ce2_typed_primitive_canary,event_state,limit_up_any_close_not_open_in_t9,sparse_event,EventAge,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-885860fc7caf,"CSRank(EventCount($limit_up_any_open_not_close_in_t10,5))",phase3ce2_typed_primitive_canary,event_state,limit_up_any_open_not_close_in_t10,sparse_event,EventCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-c365eaba6ed0,CSRank(EventAge($limit_up_any_open_not_close_in_t10)),phase3ce2_typed_primitive_canary,event_state,limit_up_any_open_not_close_in_t10,sparse_event,EventAge,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-1c185e80e714,"CSRank(EventCount($limit_up_any_open_not_close_in_t2,5))",phase3ce2_typed_primitive_canary,event_state,limit_up_any_open_not_close_in_t2,sparse_event,EventCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-f10172e78a50,CSRank(EventAge($limit_up_any_open_not_close_in_t2)),phase3ce2_typed_primitive_canary,event_state,limit_up_any_open_not_close_in_t2,sparse_event,EventAge,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-b2f504cb0cee,"CSRank(EventCount($limit_up_any_open_not_close_in_t3,5))",phase3ce2_typed_primitive_canary,event_state,limit_up_any_open_not_close_in_t3,sparse_event,EventCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-f0d1b6eadc30,CSRank(EventAge($limit_up_any_open_not_close_in_t3)),phase3ce2_typed_primitive_canary,event_state,limit_up_any_open_not_close_in_t3,sparse_event,EventAge,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-fa4dafc59aa2,"CSRank(EventCount($limit_up_any_open_not_close_in_t4,5))",phase3ce2_typed_primitive_canary,event_state,limit_up_any_open_not_close_in_t4,sparse_event,EventCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-8b4e5f26b6e2,CSRank(EventAge($limit_up_any_open_not_close_in_t4)),phase3ce2_typed_primitive_canary,event_state,limit_up_any_open_not_close_in_t4,sparse_event,EventAge,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-10f76018694e,"CSRank(EventCount($limit_up_any_open_not_close_in_t5,5))",phase3ce2_typed_primitive_canary,event_state,limit_up_any_open_not_close_in_t5,sparse_event,EventCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-90765190e246,CSRank(EventAge($limit_up_any_open_not_close_in_t5)),phase3ce2_typed_primitive_canary,event_state,limit_up_any_open_not_close_in_t5,sparse_event,EventAge,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-688cb3d22c19,"CSRank(EventCount($limit_up_any_open_not_close_in_t6,5))",phase3ce2_typed_primitive_canary,event_state,limit_up_any_open_not_close_in_t6,sparse_event,EventCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-3c7e8974faf9,CSRank(EventAge($limit_up_any_open_not_close_in_t6)),phase3ce2_typed_primitive_canary,event_state,limit_up_any_open_not_close_in_t6,sparse_event,EventAge,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-9552c732df1f,"CSRank(EventCount($limit_up_any_open_not_close_in_t7,5))",phase3ce2_typed_primitive_canary,event_state,limit_up_any_open_not_close_in_t7,sparse_event,EventCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-ff1bb7f9ee48,CSRank(EventAge($limit_up_any_open_not_close_in_t7)),phase3ce2_typed_primitive_canary,event_state,limit_up_any_open_not_close_in_t7,sparse_event,EventAge,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-32f7430584c8,"CSRank(StateDwell($high_board_rank,5))",phase3ce2_typed_primitive_canary,state_lifecycle,high_board_rank,discrete_state,StateDwell,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-f65ea4a2d65e,"CSRank(WindowStateCount($high_board_rank,10))",phase3ce2_typed_primitive_canary,state_lifecycle,high_board_rank,discrete_state,WindowStateCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-199fd044b6ce,"CSRank(StateDwell($is_market_high_board,5))",phase3ce2_typed_primitive_canary,state_lifecycle,is_market_high_board,discrete_state,StateDwell,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-11f5af5006cd,"CSRank(WindowStateCount($is_market_high_board,10))",phase3ce2_typed_primitive_canary,state_lifecycle,is_market_high_board,discrete_state,WindowStateCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-2a515e59982f,"CSRank(StateDwell($ctx_sent_lb_2_num,5))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_sent_lb_2_num,discrete_state,StateDwell,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-48bde2134103,"CSRank(WindowStateCount($ctx_sent_lb_2_num,10))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_sent_lb_2_num,discrete_state,WindowStateCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-953c9db2f17f,"CSRank(StateDwell($ctx_sent_lb_3_num,5))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_sent_lb_3_num,discrete_state,StateDwell,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-92d80f72323f,"CSRank(WindowStateCount($ctx_sent_lb_3_num,10))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_sent_lb_3_num,discrete_state,WindowStateCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-ef65a22eb485,"CSRank(StateDwell($ctx_sent_max_lb_num,5))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_sent_max_lb_num,discrete_state,StateDwell,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-6367ac99a20d,"CSRank(WindowStateCount($ctx_sent_max_lb_num,10))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_sent_max_lb_num,discrete_state,WindowStateCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-3390f259e711,"CSRank(StateDwell($ctx_ths_hot_rank,5))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_ths_hot_rank,discrete_state,StateDwell,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-c6272b0d5504,"CSRank(WindowStateCount($ctx_ths_hot_rank,10))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_ths_hot_rank,discrete_state,WindowStateCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-f199138e233d,"CSRank(StateDwell($ctx_ths_hot_rank_diff,5))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_ths_hot_rank_diff,discrete_state,StateDwell,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-6bbdb71687c1,"CSRank(WindowStateCount($ctx_ths_hot_rank_diff,10))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_ths_hot_rank_diff,discrete_state,WindowStateCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-f04899285f92,"CSRank(StateDwell($ctx_zls_lb_2_num_lag1,5))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_zls_lb_2_num_lag1,discrete_state,StateDwell,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-4be6ac66b2ed,"CSRank(WindowStateCount($ctx_zls_lb_2_num_lag1,10))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_zls_lb_2_num_lag1,discrete_state,WindowStateCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-90a88ad20e0a,"CSRank(StateDwell($ctx_zls_max_lb_num_lag1,5))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_zls_max_lb_num_lag1,discrete_state,StateDwell,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-40b4eb3977ab,"CSRank(WindowStateCount($ctx_zls_max_lb_num_lag1,10))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_zls_max_lb_num_lag1,discrete_state,WindowStateCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-cb47920bc3ef,"CSRank(StateDwell($ctx_zls_lb_3_num_lag1,5))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_zls_lb_3_num_lag1,discrete_state,StateDwell,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-dbcadf8dd4ed,"CSRank(WindowStateCount($ctx_zls_lb_3_num_lag1,10))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_zls_lb_3_num_lag1,discrete_state,WindowStateCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-fc01aa5baee3,"CSRank(StateDwell($ctx_zls_lb_h_num_lag1,5))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_zls_lb_h_num_lag1,discrete_state,StateDwell,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-8005730d8ef8,"CSRank(WindowStateCount($ctx_zls_lb_h_num_lag1,10))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_zls_lb_h_num_lag1,discrete_state,WindowStateCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-2ae211e99246,"CSRank(StateDwell($ctx_zls_rank_lag1,5))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_zls_rank_lag1,discrete_state,StateDwell,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-be14ed7c8daa,"CSRank(WindowStateCount($ctx_zls_rank_lag1,10))",phase3ce2_typed_primitive_canary,state_lifecycle,ctx_zls_rank_lag1,discrete_state,WindowStateCount,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-e0cccf4a771d,"CSRank(ValidRatioGate($turnover_ratio,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,turnover_ratio,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-8b5fea3c1975,"CSRank(MaskedZScore($turnover_ratio,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,turnover_ratio,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-1e9e4f5a1dde,"CSRank(SafeCSResidual($turnover_ratio,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,turnover_ratio,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-14e89fcc2a44,"CSRank(ValidRatioGate($turnover_ratio_real,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,turnover_ratio_real,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-1eddbf3e623e,"CSRank(MaskedZScore($turnover_ratio_real,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,turnover_ratio_real,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-47d19302ea1f,"CSRank(SafeCSResidual($turnover_ratio_real,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,turnover_ratio_real,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-92c613825780,"CSRank(ValidRatioGate($final_float_market_cap,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,final_float_market_cap,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-92a847a5033c,"CSRank(MaskedZScore($final_float_market_cap,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,final_float_market_cap,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-9671e247b5cb,"CSRank(SafeCSResidual($final_float_market_cap,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,final_float_market_cap,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-fab107b2c70f,"CSRank(ValidRatioGate($fund_ocf_to_assets,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_ocf_to_assets,coverage_sensitive,ValidRatioGate,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-6a5420ffc86c,"CSRank(MaskedZScore($fund_ocf_to_assets,60,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_ocf_to_assets,coverage_sensitive,MaskedZScore,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
v2cand-8d5a6e5f6ae7,"CSRank(SafeCSResidual($fund_ocf_to_assets,$amount,20,5,0.8))",phase3ce2_typed_primitive_canary,coverage_guarded,fund_ocf_to_assets,coverage_sensitive,SafeCSResidual,False,True,allow,no blocked field/primitive combination detected,,,,phase3ce1_typed_primitive_gate_v1_20260618,phase3ce2_typed_primitive_canary,g2_selector_input_canary,mature_g2_candidate,allow,allow,typed primitive validator passed selector input
