candidate_id,expression_hash,run,source_round,generator_arm,generator_route,source_generator,source_lane,factor_lane,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,phase3ca_proxy_quality,proxy_quality,aligned_ic_mean,spread_hit_rate,mean_one_way_turnover,fields,expression,train_reward,train_day_sortino,train_minute_sortino,train_worst_horizon_day_sortino,train_median_horizon_day_sortino,train_horizon_sortino_stdev,train_day_mcmc_p25,train_day_mcmc_prob_gt_0,train_mean_one_way_turnover,validation_day_sortino,validation_day_mcmc_prob_gt_0,holdout_day_sortino,holdout_day_mcmc_prob_gt_0,inherited_blockers,train_reward_blockers,train_reward_decision,seed,round_id,parent_id,mutation_type,blocker_flags,validation_mcmc_prob_gt_0,holdout_mcmc_prob_gt_0,parallel_chunk_id
phase3cp_01574,fe42f0cb14cc76264a7abe64,search_outputs,low_turnover_repair/round1_scheduler_controlled,low_turnover_repair,phase3cw2-turnover-aware,phase3cp_low_turnover_repair_from_co,phase3cp_low_turnover_repair_from_co,turnover_aware_interaction::rx_range_location::coverage_guarded_context::slow_spread,range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,low_turnover,f95bdef9c9a6d7ec26,677f7782de5de23ca4,21929b5d93d2,0.23501015,0.03801456,0.03801456,0.55322038,0.34,close|ctx_ths_hot_rank|high|low,"CSRank(Sub(Delay(Mean(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),10))),15),2),Mean(CSRank(ValidRatioGate($ctx_ths_hot_rank,60,0.8)),30)))",-0.34290246,-0.25686179,-0.25686179,-0.53898187,-0.22562032,0.19942394,-0.33441505,0.02,0.4408312,-0.29895125,0.06833333,-0.39108159,0.04666667,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,low_turnover_repair/round1_scheduler_controlled,,,,0.06833333,0.04666667,1
phase3cp_02813,c5daea93d6c62764bd40deb4,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,cem_interaction::rx_intraday_return::rx_opening_amount::product,flow_amount_volume+intraday_return+opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,476b8982d5a9017be5,7e12ac0b4f91e5c93d,6b12a36fc04c,0.24304546,0.04036422,0.04036422,0.55650991,0.48,intraday_ret_from_open|m1_first5_vol|volume,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,8)),ZScore(Div($m1_first5_vol,Add(Abs($volume),0.000001)))))",-0.47048994,-0.16993765,-0.16993765,-0.64393333,-0.18147059,0.3322038,-0.24111544,0.09166667,0.77375708,-0.26648001,0.08666667,-0.47959643,0.00166667,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.08666667,0.00166667,1
phase3cp_01754,bd8586c01e977f6d606278d8,search_outputs,low_turnover_repair/round1_scheduler_controlled,low_turnover_repair,phase3cw2-turnover-aware,phase3cp_low_turnover_repair_from_co,phase3cp_low_turnover_repair_from_co,turnover_aware::rx_range_location::smooth20,range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,low_turnover,9489f7c1a798a38673,82a1aeb9cc2396399a,befbba5564bf,0.23484946,0.03796758,0.03796758,0.55315461,0.34,high|low|open,"CSRank(Mean(ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30)),20))",-0.47864988,-0.35001428,-0.35001428,-0.81496446,-0.31803981,0.30556512,-0.41200454,0.00166667,0.51336096,-0.51307027,0,-0.50979639,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,low_turnover_repair/round1_scheduler_controlled,,,,0.0,0.0,5
phase3cp_03311,37562a963675fdeac37be721,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_intraday_return::rx_opening_amount::product,flow_amount_volume+opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,0d3de813cbf0c92e2f,19f6b8eb694898842e,598804387d63,0.22872127,0.03617575,0.03617575,0.55064605,0.42,close|m1_first30_vol|volume,"CSRank(Mul(ZScore(Delta(Div(Sub($close,Delay($close,1)),Add(Abs(Delay($close,1)),0.000001)),20)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",-0.48174909,-0.19291262,-0.19291262,-0.61095139,-0.12468845,0.25281797,-0.25871695,0.05333333,0.77822122,-0.16030413,0.28,-0.42223638,0.005,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.28,0.005,5
phase3cp_01595,a1265381c7bb15954775053e,search_outputs,low_turnover_repair/round1_scheduler_controlled,low_turnover_repair,phase3cw2-turnover-aware,phase3cp_low_turnover_repair_from_co,phase3cp_low_turnover_repair_from_co,turnover_aware_interaction::rx_range_location::coverage_guarded_context::slow_spread,range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,low_turnover,5ad681cd2fc8aac270,8de02f554504a20d81,f3657ed5f8ae,0.23501015,0.03801456,0.03801456,0.55322038,0.34,close|ctx_ths_hot_circulation_value|high|low,"CSRank(Sub(Delay(Mean(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),10))),15),2),Mean(CSRank(ValidRatioGate($ctx_ths_hot_circulation_value,60,0.8)),30)))",-0.48434172,-0.42219264,-0.42219264,-0.61100608,-0.3327105,0.15347995,-0.49692124,0,0.4220203,0.11811593,0.605,-0.38053219,0.01833333,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,low_turnover_repair/round1_scheduler_controlled,,,,0.605,0.01833333,5
phase3cp_00849,f5315044913d05b2a77b2985,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw2-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_spread,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,061ffc47bec319b30a,83f08b744227bc49f0,fa3e6e83d087,0.2374236,0.03872046,0.03872046,0.55420864,0.28,ctx_ths_hot_last_price|m1_first15_last_close|open,"CSRank(Sub(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(ValidRatioGate($ctx_ths_hot_last_price,60,0.8)),30)))",-0.49473638,-0.23532187,-0.23532187,-0.70670176,-0.24447802,0.33361392,-0.32532153,0.05833333,0.71475947,-0.56175584,0,-0.30174329,0.07166667,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.0,0.07166667,3
phase3cp_02456,35d68a417de0a0e8b3131b0d,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,rx_interaction::rx_intraday_return::rx_opening_amount::product,flow_amount_volume+intraday_return+opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,9fce62a3b017125aed,e3696ce0ae93cba3fe,3b3400fef51a,0.24428402,0.04072642,0.04072642,0.55701699,0.48,intraday_ret_from_open|m1_first30_vol|volume,"CSRank(Mul(ZScore(Delta($intraday_ret_from_open,10)),ZScore(Div($m1_first30_vol,Add(Abs($volume),0.000001)))))",-0.51158689,-0.19787197,-0.19787197,-0.70871565,-0.20598607,0.32530929,-0.279463,0.07833333,0.77624772,-0.25574082,0.15333333,-0.44035909,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.15333333,0.0,6
phase3cp_02506,f51cdf964083ab6341e0664f,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,rx_interaction::rx_opening_range::rx_intraday_price_location::spread,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b1b189fd78cebc19b4,5ddac67a45bca0f529,9e4c26c87dd4,0.24599887,0.04122766,0.04122766,0.55771873,0.48,m1_first5_range|open|vwap,"CSRank(Sub(ZScore(Div($m1_first5_range,Add(Abs($open),0.000001))),ZScore(Delta($vwap,30))))",-0.51990922,-0.36100626,-0.36100626,-0.83534508,-0.35593104,0.31551286,-0.43222821,0.00666667,0.58476515,-0.54482092,0.00166667,-0.55062472,0.00333333,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.00166667,0.00333333,2
phase3cp_02874,fc12984afe627558122b4dfe,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_range_location::inverted,range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,9c8cf1cfcb57186b19,d2eb9a12a7d32788b5,8d3063e36b08,0.23740903,0.03871612,0.03871612,0.55420257,0.42,close|high|low,"Neg(CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),2)))))",-0.53752336,-0.30254699,-0.30254699,-0.42711612,-0.3030093,0.13405817,-0.37475651,0.00666667,0.80252291,-0.62170799,0,-0.28366027,0.11333333,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.11333333,2
phase3cp_02632,01f66364086ba9cd3ac884ed,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,cem_resample::rx_opening_range::rx_intraday_price_location::elite_spread_mean3,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,5d542e70061e687b4c,85e70ea8fadb9b419b,ba4b8242de58,0.24580577,0.04117136,0.04117136,0.55763991,0.48,m1_first30_range|open|vwap,"CSRank(Sub(ZScore(Div($m1_first30_range,Add(Abs($open),0.000001))),Mean(ZScore(Delta($vwap,30)),3)))",-0.57659781,-0.4683055,-0.4683055,-0.853114,-0.42721496,0.29115085,-0.5287564,0,0.54137986,-0.62033618,0,-0.5935342,0.00333333,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.00333333,1
phase3cp_03426,043ee8e22af20b261089e127,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_range::rx_flow_amount_volume::spread,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,8356cafc7df0770684,fe248c7a84c76aee63,af7e85d389b7,0.2285178,0.03611641,0.03611641,0.55056298,0.42,m1_first30_range|open|volume,"CSRank(Sub(ZScore(Div($m1_first30_range,Add(Abs($open),0.000001))),ZScore(Delta($volume,30))))",-0.58624283,-0.45817612,-0.45817612,-0.9143416,-0.45428936,0.33566829,-0.52830284,0,0.51953928,-0.52708923,0,-0.58522688,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,5
phase3cp_02652,2eb1930b9e67ad8800254ed1,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,cem_resample::rx_opening_range::rx_intraday_price_location::elite_spread_mean3,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,5d542e70061e687b4c,85e70ea8fadb9b419b,ba4b8242de58,0.24531116,0.04102655,0.04102655,0.55743717,0.48,m1_first30_range|open|vwap,"CSRank(Sub(ZScore(Div($m1_first30_range,Add(Abs($open),0.000001))),Mean(ZScore(Delta($vwap,10)),3)))",-0.59725306,-0.46461327,-0.46461327,-0.87598005,-0.45674244,0.30989616,-0.52535462,0,0.5735331,-0.54887582,0,-0.60010591,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.0,2
phase3cp_00740,28c0ee1a8e051a251742b499,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw2-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_product,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,ff7ad79c33cbd57293,ed4cfcfa44e38397fd,10feec5676e7,0.23758888,0.03876858,0.03876858,0.55427602,0.28,ctx_ths_hot_rank_diff|m1_first5_last_close|open,"CSRank(Mul(Delay(Mean(ZScore(Div(Sub($m1_first5_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(ValidRatioGate($ctx_ths_hot_rank_diff,60,0.8)),30)))",-0.62700218,-0.4270931,-0.4270931,-0.69674307,-0.35409535,0.2088456,-0.48323261,0,0.71169158,-0.5426779,0,-0.38280945,0.04833333,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.0,0.04833333,2
phase3cp_00394,5482faac3510e70420708da5,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw2-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware::rx_range_location::inverted_smooth20,range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,low_turnover,7f34e6c754af2f92f5,5ce604b66278d3108b,8ec43f251d60,0.23835619,0.03899305,0.03899305,0.55459027,0.28,high|low|open,"Neg(CSRank(Mean(ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30)),20)))",-0.63857683,-0.56438943,-0.56438943,-0.82345469,-0.55497876,0.20583372,-0.61149487,0,0.51353051,-0.46212002,0.02333333,-0.44916904,0.02333333,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.02333333,0.02333333,3
phase3cp_01855,c76f4962ff18cb10a6081f89,search_outputs,low_turnover_repair/round1_scheduler_controlled,low_turnover_repair,phase3cw2-turnover-aware,phase3cp_low_turnover_repair_from_co,phase3cp_low_turnover_repair_from_co,turnover_aware::rx_range_location::inverted_smooth20,range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,low_turnover,7f34e6c754af2f92f5,5ce604b66278d3108b,8ec43f251d60,0.23224778,0.03720694,0.03720694,0.55208972,0.34,high|low|open,"Neg(CSRank(Mean(ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),8)),20)))",-0.65330288,-0.53110251,-0.53110251,-0.87150056,-0.52897642,0.24920131,-0.58663481,0,0.5846592,-0.45053744,0.01,-0.45119405,0.025,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,low_turnover_repair/round1_scheduler_controlled,,,,0.01,0.025,5
